RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED COCAINE,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,5333215.787755616,482,439504.4645675481
Overall,Overall,1 - Respondent is 12 years old,0.000194519506970217,0.00019758796541272084,2.528121247376731e-05,0.0014949844198482432,1.0,0.0,N/A,N/A,0.000194519506970217,0.00019758796541272084,2.528121247376731e-05,0.0014949844198482432,1037.4145056,1,1037.4145056
Overall,Overall,10 - Respondent is 21 years old,0.0047929625283542575,0.0028320835089545604,0.0014592931223576114,0.015623051492295356,1.0,0.0,N/A,N/A,0.0047929625283542575,0.0028320835089545604,0.0014592931223576114,0.015623051492295356,25561.90342634,5,14509.882787259077
Overall,Overall,11 - Respondent is 22 or 23 years old,0.006765851556826876,0.0029528028702524947,0.0028103280478338293,0.016198319432591302,1.0,0.0,N/A,N/A,0.006765851556826876,0.0029528028702524947,0.0028103280478338293,0.016198319432591302,36083.74634048001,10,15561.913745391452
Overall,Overall,12 - Respondent is 24 or 25 years old,0.015550683958179334,0.0055525208626632265,0.007566106335066309,0.03169237359212516,1.0,0.0,N/A,N/A,0.015550683958179334,0.0055525208626632265,0.007566106335066309,0.03169237359212516,82935.15319616001,19,27651.747853038563
Overall,Overall,13 - Respondent is between 26 and 29 years old,0.06427913257459379,0.014254952383432643,0.04092956386552915,0.0995663298337381,1.0,0.0,N/A,N/A,0.06427913257459379,0.014254952383432643,0.04092956386552915,0.0995663298337381,342814.4846700599,51,66659.2482288128
Overall,Overall,14 - Respondent is between 30 and 34 years old,0.10134672048856515,0.015284277192542136,0.07450754125033061,0.13642875006222602,1.0,0.0,N/A,N/A,0.10134672048856515,0.015284277192542136,0.07450754125033061,0.13642875006222602,540503.9297468712,86,86002.10031007622
Overall,Overall,15 - Respondent is between 35 and 49 years old,0.32278516235623417,0.026075100877481265,0.2727742071563158,0.3772092433038978,1.0,0.0,N/A,N/A,0.32278516235623417,0.026075100877481265,0.2727742071563158,0.3772092433038978,1721482.9239315279,195,185053.45704411462
Overall,Overall,16 - Respondent is between 50 and 64 years old,0.2922944346952068,0.04016134727642138,0.2185346527408482,0.3788795213499343,1.0,0.0,N/A,N/A,0.2922944346952068,0.04016134727642138,0.2185346527408482,0.3788795213499343,1558869.2937895798,65,276099.41066354624
Overall,Overall,17 - Respondent is 65 years old or older,0.18569186829468673,0.037062584774536125,0.12232873245110276,0.27171471953496273,1.0,0.0,N/A,N/A,0.18569186829468673,0.037062584774536125,0.12232873245110276,0.27171471953496273,990334.8036470597,41,228167.53305216407
Overall,Overall,2 - Respondent is 13 years old,0.0005506771823376625,0.0005413059351853645,7.641333579203132e-05,0.0039568393550120885,1.0,0.0,N/A,N/A,0.0005506771823376625,0.0005413059351853645,7.641333579203132e-05,0.0039568393550120885,2936.8802428,1,2936.8802428
Overall,Overall,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,5 - Respondent is 16 years old,1.287348663176688e-05,1.2898815911017993e-05,1.7205501305625462e-06,9.631493710782032e-05,1.0,0.0,N/A,N/A,1.287348663176688e-05,1.2898815911017993e-05,1.7205501305625462e-06,9.631493710782032e-05,68.657082148,1,68.657082148
Overall,Overall,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,7 - Respondent is 18 years old,0.0009432962778948645,0.000755900099184585,0.00018849645274114584,0.004706327612250024,1.0,0.0,N/A,N/A,0.0009432962778948645,0.000755900099184585,0.00018849645274114584,0.004706327612250024,5030.8026018,2,3971.925688062797
Overall,Overall,8 - Respondent is 19 years old,0.004585700677936018,0.0032672512340916134,0.0010928414679533798,0.01902950801283032,1.0,0.0,N/A,N/A,0.004585700677936018,0.0032672512340916134,0.0010928414679533798,0.01902950801283032,24456.53125349,4,17221.20724853162
Overall,Overall,9 - Respondent is 20 years old,0.000206116415582465,0.00020608334430199466,2.76594864036442e-05,0.0015341975408958255,1.0,0.0,N/A,N/A,0.000206116415582465,0.00020608334430199466,2.76594864036442e-05,0.0015341975408958255,1099.2633217,1,1099.2633217
Overall,10,Overall,0.0007792443164293795,0.0007716087061624491,0.00010654514851679731,0.005675090081750216,0.0007792443164293795,0.0007716087061624491,0.00010654514851679731,0.005675090081750216,1.0,0.0,N/A,N/A,4155.8780909,1,4155.8780909
Overall,10,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,15 - Respondent is between 35 and 49 years old,0.0007792443164293795,0.0007716087061624491,0.00010654514851679731,0.005675090081750216,0.0024141268165523205,0.002432322486452945,0.0003181734009350166,0.018067544026058546,1.0,0.0,N/A,N/A,4155.8780909,1,4155.8780909
Overall,10,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,Overall,0.0005688859770245296,0.0005692103460108717,7.619718890554275e-05,0.0042337973318591305,0.0005688859770245296,0.0005692103460108717,7.619718890554275e-05,0.0042337973318591305,1.0,0.0,N/A,N/A,3033.9916741,1,3033.9916741
Overall,11,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,11,13 - Respondent is between 26 and 29 years old,0.0005688859770245296,0.0005692103460108717,7.619718890554275e-05,0.0042337973318591305,0.008850243527545374,0.009044128030934592,0.0011244797828467792,0.06614130650238524,1.0,0.0,N/A,N/A,3033.9916741,1,3033.9916741
