"Title: Distribution of Total Population by Federal Poverty Level | KFF State Health Facts"
"Timeframe: 2018"
"Location","Under 100%","100-199%","200-399%","400%+","Total",Footnotes
"United States","41644300","55181300","94387200","127285700","318498500","1"
"Alabama","797800","938500","1479000","1537400","4752600"
"Alaska","76100","103600","208900","320500","709100"
"Arizona","973900","1384200","2196900","2449300","7004300"
"Arkansas","508200","654800","934300","824000","2921300"
"California","4940800","6603400","10648200","16553400","38745900"
"Colorado","541700","832800","1640000","2540600","5555200"
"Connecticut","358600","460200","813100","1834500","3466300"
"Delaware","110600","145400","268800","412900","937700"
"District of Columbia","111000","72200","124500","360200","667900"
"Florida","2791200","4124100","6709200","7219000","20843500"
"Georgia","1467200","1922900","3057900","3764900","10212800"
"Hawaii","128200","179900","386800","659900","1354800"
"Idaho","206600","369900","595600","547500","1719600"
"Illinois","1485400","2030100","3600800","5322000","12438400"
"Indiana","850800","1169800","2177000","2289500","6487100"
"Iowa","343200","495600","1044800","1173100","3056800"
"Kansas","344000","497500","935800","1037400","2814700"
"Kentucky","723300","834600","1379700","1382800","4320300"
"Louisiana","845200","964500","1263400","1446200","4519300"
"Maine","144900","230300","411400","512800","1299500"
"Maryland","518300","709900","1487700","3154800","5870800"
"Massachusetts","666400","833700","1562600","3597200","6659900"
"Michigan","1366700","1687400","3040800","3675200","9770000"
"Minnesota","534000","783500","1579700","2591800","5489000"
"Mississippi","575800","614100","920500","769000","2879400"
"Missouri","781500","1085600","1937800","2129500","5934500"
"Montana","125200","206500","342600","359700","1034000"
"Nebraska","214800","329500","615500","709200","1868900"
"Nevada","388100","559500","1009600","1026100","2983400"
"New Hampshire","94900","167700","373500","674300","1310300"
"New Jersey","820300","1098500","2088300","4721200","8728300"
"New Mexico","410300","451300","614100","569600","2045300"
"New York","2615100","3029000","4883800","8489000","19016900"
"North Carolina","1414300","1952500","3123300","3554300","10044400"
"North Dakota","74200","106200","221400","328800","730600"
"Ohio","1579700","1944800","3533700","4297700","11355900"
"Oklahoma","588900","778900","1262500","1185800","3816100"
"Oregon","500700","702000","1252200","1656000","4110800"
"Pennsylvania","1508700","1940800","3757500","5181000","12388100"
"Rhode Island","127300","145200","284000","457500","1014000"
"South Carolina","744700","996400","1576700","1611900","4929800"
"South Dakota","113100","148600","297500","289400","848700"
"Tennessee","1016600","1318700","2090800","2160300","6586400"
"Texas","4151100","5440700","8346700","10085500","28024000"
"Utah","272200","525600","1127100","1181000","3105900"
"Vermont","66900","91100","193500","249200","600600"
"Virginia","873500","1133600","2265000","3910000","8182100"
"Washington","769700","1046400","2134200","3417800","7368000"
"West Virginia","310600","363500","560200","518000","1752300"
"Wisconsin","609800","888600","1843600","2320800","5662800"
"Wyoming","62400","87100","184900","226000","560300"
"Puerto Rico","1367800","913300","631500","251800","3164400"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
""
"Data may not sum to totals due to rounding."
""
"The U.S. Census Bureau's poverty threshold for a family with two adults and one child was $25,249 in 2024. This is the official measurement of poverty used by the Federal Government, and the measure used for most poverty-based data presented on State Health Facts. The Department of Health and Human Services (HHS) produces simplified - but very similar - versions of these poverty thresholds called ""poverty guidelines"" that are used to assess eligibility for income-based programs such as Medicaid. For more information on measures of poverty, please see the detailed description provided by HHS: [http://aspe.hhs.gov/poverty/faq.cfm](http://aspe.hhs.gov/poverty/faq.cfm). For 2024 and historical thresholds, use [https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html](https://www.census.gov/data/tables/time-series/demo/income-poverty/historical-poverty-thresholds.html)."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2024 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
