RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED COCAINE,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,4567771.86055653,811,277530.62219372153
Overall,Overall,1 - Respondent is 12 years old,0.00015133602352368294,0.00014980394624141343,2.072016280404108e-05,0.0011044193953242062,1.0,0.0,N/A,N/A,0.00015133602352368294,0.00014980394624141343,2.072016280404108e-05,0.0011044193953242062,691.26842974,1,691.26842974
Overall,Overall,10 - Respondent is 21 years old,0.005968074324358568,0.002064515396206734,0.002975597042632189,0.011933982935762888,1.0,0.0,N/A,N/A,0.005968074324358568,0.002064515396206734,0.002975597042632189,0.011933982935762888,27260.801960514993,16,9442.06316453253
Overall,Overall,11 - Respondent is 22 or 23 years old,0.024811320536413956,0.00443105682720811,0.017307331128783757,0.03545146255400017,1.0,0.0,N/A,N/A,0.024811320536413956,0.00443105682720811,0.017307331128783757,0.03545146255400017,113332.45176948002,46,19175.565560867686
Overall,Overall,12 - Respondent is 24 or 25 years old,0.030792596497623028,0.0038777961090751267,0.023888400073641018,0.03961125901537879,1.0,0.0,N/A,N/A,0.030792596497623028,0.0038777961090751267,0.023888400073641018,0.03961125901537879,140653.55579531402,69,16891.6077803469
Overall,Overall,13 - Respondent is between 26 and 29 years old,0.09752315032974668,0.01553013566090106,0.07047134267016932,0.13346826466286205,1.0,0.0,N/A,N/A,0.09752315032974668,0.01553013566090106,0.07047134267016932,0.13346826466286205,445463.5018290411,95,74311.1414740493
Overall,Overall,14 - Respondent is between 30 and 34 years old,0.12918553149735768,0.013123021077627849,0.10503575721636421,0.1579081231150984,1.0,0.0,N/A,N/A,0.12918553149735768,0.013123021077627849,0.10503575721636421,0.1579081231150984,590090.0355646696,142,65359.294244780205
Overall,Overall,15 - Respondent is between 35 and 49 years old,0.2720246369113491,0.017862750736882,0.2376596248850103,0.3093423871518065,1.0,0.0,N/A,N/A,0.2720246369113491,0.017862750736882,0.2376596248850103,0.3093423871518065,1242546.4818617676,251,85497.57858974418
Overall,Overall,16 - Respondent is between 50 and 64 years old,0.35665791883779835,0.03330652164925451,0.2928765252831567,0.42596216866739256,1.0,0.0,N/A,N/A,0.35665791883779835,0.03330652164925451,0.2928765252831567,0.42596216866739256,1629132.00551195,126,218381.78296129187
Overall,Overall,17 - Respondent is 65 years old or older,0.07273808585125116,0.016632831240870463,0.04562104595014914,0.11404730825612067,1.0,0.0,N/A,N/A,0.07273808585125116,0.016632831240870463,0.04562104595014914,0.11404730825612067,332250.98174209014,35,74971.29810566045
Overall,Overall,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,Overall,4 - Respondent is 15 years old,0.0005249040963722464,0.00036974477698604763,0.0001274892585200371,0.0021584827026195266,1.0,0.0,N/A,N/A,0.0005249040963722464,0.00036974477698604763,0.0001274892585200371,0.0021584827026195266,2397.6421609,2,1698.269947111869
Overall,Overall,5 - Respondent is 16 years old,3.060346559054467e-05,3.052130318607163e-05,4.128490235870518e-06,0.00022681732793695044,1.0,0.0,N/A,N/A,3.060346559054467e-05,3.052130318607163e-05,4.128490235870518e-06,0.00022681732793695044,139.78964896,1,139.78964896
Overall,Overall,6 - Respondent is 17 years old,0.0020784470309717445,0.0010356029581619327,0.0007634350226330452,0.00564576094155795,1.0,0.0,N/A,N/A,0.0020784470309717445,0.0010356029581619327,0.0007634350226330452,0.00564576094155795,9493.87186173,6,4795.90913781648
Overall,Overall,7 - Respondent is 18 years old,0.0007678824691657543,0.0005090475007288751,0.00020268589163158123,0.002904570401092556,1.0,0.0,N/A,N/A,0.0007678824691657543,0.0005090475007288751,0.00020268589163158123,0.002904570401092556,3507.51193487,3,2321.137425583736
Overall,Overall,8 - Respondent is 19 years old,0.0026348171568257015,0.0011621839726449915,0.001085538171178988,0.006381100779337516,1.0,0.0,N/A,N/A,0.0026348171568257015,0.0011621839726449915,0.001085538171178988,0.006381100779337516,12035.24366666,7,5250.484447243366
Overall,Overall,9 - Respondent is 20 years old,0.004110694971651292,0.001695074876476897,0.0017936513255411663,0.009392737369076398,1.0,0.0,N/A,N/A,0.004110694971651292,0.001695074876476897,0.0017936513255411663,0.009392737369076398,18776.716818839996,11,7747.300418910154
Overall,1,Overall,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,15 - Respondent is between 35 and 49 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,8 - Respondent is 19 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,1,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,N/A,N/A,N/A,N/A,0.0,0,0.0
Overall,10,Overall,0.00251600280133075,0.0024835833953140074,0.00034547528410877826,0.018076770914324847,0.00251600280133075,0.0024835833953140074,0.00034547528410877826,0.018076770914324847,1.0,0.0,N/A,N/A,11492.526797,1,11492.526797
Overall,10,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
