RC-EVER USED NEEDLE TO INJECT DRUGS,AGE WHEN FIRST USED HEROIN,RECODE - FINAL EDITED AGE,Total %,Total % SE,Total % CI (lower),Total % CI (upper),Row %,Row % SE,Row % CI (lower),Row % CI (upper),Column %,Column % SE,Column % CI (lower),Column % CI (upper),Weighted Count,Unweighted Count,Count SE
Overall,Overall,Overall,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,1.0,0.0,N/A,N/A,4699179.76533242,822,238538.69099460018
Overall,Overall,1 - Respondent is 12 years old,0.00032586594723764,0.00020064683828728138,9.459225017905803e-05,0.0011219587111923085,1.0,0.0,N/A,N/A,0.00032586594723764,0.00020064683828728138,9.459225017905803e-05,0.0011219587111923085,1531.30266547,3,940.9893000720048
Overall,Overall,10 - Respondent is 21 years old,0.007289988556412815,0.002435991992084741,0.003720991944538644,0.014233289646796947,1.0,0.0,N/A,N/A,0.007289988556412815,0.002435991992084741,0.003720991944538644,0.014233289646796947,34256.9667138,14,11012.981458770448
Overall,Overall,11 - Respondent is 22 or 23 years old,0.016584339477903977,0.0035686503932770993,0.010749722606166787,0.025504160379964624,1.0,0.0,N/A,N/A,0.016584339477903977,0.0035686503932770993,0.010749722606166787,0.025504160379964624,77932.79249597,37,15159.832547485554
Overall,Overall,12 - Respondent is 24 or 25 years old,0.028698383571457202,0.0040755721010254445,0.021552661745291732,0.038120945165194584,1.0,0.0,N/A,N/A,0.028698383571457202,0.0040755721010254445,0.021552661745291732,0.038120945165194584,134858.86337674005,71,18487.733912451804
Overall,Overall,13 - Respondent is between 26 and 29 years old,0.07803715014687437,0.01114771982349718,0.05838532440909794,0.10357596149556546,1.0,0.0,N/A,N/A,0.07803715014687437,0.01114771982349718,0.05838532440909794,0.10357596149556546,366710.5969144,86,56836.546166830834
Overall,Overall,14 - Respondent is between 30 and 34 years old,0.11409202927683568,0.01292557584136307,0.09058901163798752,0.14273575529592555,1.0,0.0,N/A,N/A,0.11409202927683568,0.01292557584136307,0.09058901163798752,0.14273575529592555,536138.9553634203,128,62435.64033567185
Overall,Overall,15 - Respondent is between 35 and 49 years old,0.2809482976146108,0.020193809284685962,0.24222110029830463,0.323226244667181,1.0,0.0,N/A,N/A,0.2809482976146108,0.020193809284685962,0.24222110029830463,0.323226244667181,1320226.5552551697,274,106255.00386091981
Overall,Overall,16 - Respondent is between 50 and 64 years old,0.3358923268886655,0.028505635498178986,0.28123888601217045,0.3953250591321733,1.0,0.0,N/A,N/A,0.3358923268886655,0.028505635498178986,0.28123888601217045,0.3953250591321733,1578418.4258456398,131,164539.71720377717
Overall,Overall,17 - Respondent is 65 years old or older,0.12809252136587918,0.025659855233497564,0.0847569637928643,0.18900947148129685,1.0,0.0,N/A,N/A,0.12809252136587918,0.025659855233497564,0.0847569637928643,0.18900947148129685,601929.7844929502,46,130270.24187878211
Overall,Overall,2 - Respondent is 13 years old,0.00046066838571919683,0.000461269246077539,6.161909262944908e-05,0.0034351093287617734,1.0,0.0,N/A,N/A,0.00046066838571919683,0.000461269246077539,6.161909262944908e-05,0.0034351093287617734,2164.7635567,1,2164.7635567
Overall,Overall,3 - Respondent is 14 years old,0.0008042337587999586,0.0005347858861337263,0.00021140804135087038,0.003054369516614669,1.0,0.0,N/A,N/A,0.0008042337587999586,0.0005347858861337263,0.00021140804135087038,0.003054369516614669,3779.23900595,3,2488.1570428107125
Overall,Overall,4 - Respondent is 15 years old,0.001222553208215817,0.0009238051285318284,0.0002677503571783016,0.005563254040743556,1.0,0.0,N/A,N/A,0.001222553208215817,0.0009238051285318284,0.0002677503571783016,0.005563254040743556,5744.99729809,3,4359.292207870396
Overall,Overall,5 - Respondent is 16 years old,0.0010143738191473084,0.0006581066548400378,0.00027542838137707037,0.0037284385908008233,1.0,0.0,N/A,N/A,0.0010143738191473084,0.0006581066548400378,0.00027542838137707037,0.0037284385908008233,4766.72492542,3,3048.192496538773
Overall,Overall,6 - Respondent is 17 years old,0.00018922182802834288,0.00011544288932252926,5.555725878721215e-05,0.0006442612510561277,1.0,0.0,N/A,N/A,0.00018922182802834288,0.00011544288932252926,5.555725878721215e-05,0.0006442612510561277,889.18738543,3,540.1530485227796
Overall,Overall,7 - Respondent is 18 years old,0.001619970520866313,0.001035085318513676,0.00044848637006408696,0.005833610937759109,1.0,0.0,N/A,N/A,0.001619970520866313,0.001035085318513676,0.00044848637006408696,0.005833610937759109,7612.53269209,4,4920.583211432957
Overall,Overall,8 - Respondent is 19 years old,0.0007453898156782298,0.00041180453263887717,0.00024565142160705954,0.0022594681477320034,1.0,0.0,N/A,N/A,0.0007453898156782298,0.00041180453263887717,0.00024565142160705954,0.0022594681477320034,3502.72073912,4,1931.2037781715665
Overall,Overall,9 - Respondent is 20 years old,0.003982685817666963,0.0013441761592312923,0.002020439958206798,0.00783569664673609,1.0,0.0,N/A,N/A,0.003982685817666963,0.0013441761592312923,0.002020439958206798,0.00783569664673609,18715.356606057,11,6278.694862172312
Overall,10,Overall,8.181859985575628e-05,8.228355478929698e-05,1.0852951036040271e-05,0.0006165307759543796,8.181859985575628e-05,8.228355478929698e-05,1.0852951036040271e-05,0.0006165307759543796,1.0,0.0,N/A,N/A,384.48030887,1,384.48030887
Overall,10,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,11 - Respondent is 22 or 23 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,13 - Respondent is between 26 and 29 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,15 - Respondent is between 35 and 49 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,16 - Respondent is between 50 and 64 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,10,8 - Respondent is 19 years old,8.181859985575628e-05,8.228355478929698e-05,1.0852951036040271e-05,0.0006165307759543796,0.10976618962966321,0.11430701980981547,0.011627548851289467,0.5637558624528389,1.0,0.0,N/A,N/A,384.48030887,1,384.48030887
Overall,10,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,Overall,0.0013009848835752141,0.0008805995288342978,0.00033379848519997076,0.005056434117603291,0.0013009848835752141,0.0008805995288342978,0.00033379848519997076,0.005056434117603291,1.0,0.0,N/A,N/A,6113.5618399,4,4092.7235573233315
Overall,12,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,10 - Respondent is 21 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,11 - Respondent is 22 or 23 years old,0.0004836438647371531,0.0004878186929812872,6.374504748002281e-05,0.0036593610904149896,0.029162684795588784,0.030003177016746915,0.003562266228553202,0.20153176991481647,0.3717521016908819,0.2039237792693923,0.09292276688849899,0.7736511607679792,2272.7294628,1,2272.7294628
Overall,12,12 - Respondent is 24 or 25 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,13 - Respondent is between 26 and 29 years old,0.00012282190616710138,0.00012253629390549778,1.6555314047949545e-05,0.0009105799875153998,0.0015738902040366317,0.0015839730241311509,0.00020810850462394667,0.011797305356494552,0.09440686645764601,0.10594408540208475,0.00857769983589747,0.5567598195791018,577.1622162,1,577.1622162
Overall,12,14 - Respondent is between 30 and 34 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,15 - Respondent is between 35 and 49 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,16 - Respondent is between 50 and 64 years old,0.0004318799447453005,0.00043219492897298675,5.783703396217648e-05,0.0032171455410983513,0.001285769010402107,0.0012784383104959762,0.0001742595721744751,0.009420209580653644,0.3319638453895473,0.2939774654003572,0.033506719366485985,0.8768892003740716,2029.4814974,1,2029.4814974
Overall,12,17 - Respondent is 65 years old or older,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,2 - Respondent is 13 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,3 - Respondent is 14 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,4 - Respondent is 15 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,5 - Respondent is 16 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,6 - Respondent is 17 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,7 - Respondent is 18 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,12,8 - Respondent is 19 years old,0.00026263916792565895,0.00026490627704502665,3.462513562728305e-05,0.0019891881725013732,0.3523514306224907,0.2727658126384218,0.046996904467769676,0.8571843169525252,0.20187718646192473,0.11073927658872795,0.05980036547167269,0.5014686288208545,1234.1886635,1,1234.1886635
Overall,12,9 - Respondent is 20 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,Overall,0.010654316916298751,0.004785785155257589,0.004307785659627594,0.026105852307457367,0.010654316916298751,0.004785785155257589,0.004307785659627594,0.026105852307457367,1.0,0.0,N/A,N/A,50066.55046651,8,21942.331977217917
Overall,13,1 - Respondent is 12 years old,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0.0,N/A,N/A,0.0,0,0.0
Overall,13,10 - Respondent is 21 years old,0.001574180109212466,0.001590648800947546,0.00020645586782194031,0.01189497244079344,0.21593725381471285,0.17694682498700495,0.032651188756809266,0.6920403569263921,0.1477504490977097,0.1399013283907058,0.01827232222163494,0.617562990035359,7397.3553162,1,7397.3553162
